created_at,full_text,favorite_count,view_count,reply_count,retweet_count
2023-03-14T07:43:08.000Z,"Capitalism under threat in the country that's considered the poster-child of capitalism?

Or are there exceptions to the notion of free markets?",0,71027.5409252669,0,0
2023-03-14T07:43:00.000Z,@SageThinker99 @ChakaalStarr @MikeMar86082350 Since India adopted capitalism their economy is booming and they've been bringing millions out of poverty. Where before their socialist government created the worst slum in the world.,0,71027.5409252669,0,0
2023-03-14T07:42:48.000Z,"Martin Luther King Jr.
“We all too often have socialism for the rich and rugged free market capitalism for the poor.""

This was true in his era.

Now we have communism for the rich, malign neglect for the 99%.",0,71027.5409252669,0,0
2023-03-14T07:42:42.000Z,@Gavin_F_Brewis Do people just invent new days these days? I thought hyper-capitalism had reached its peak?  How many days out of the year is that now?,0,2.0,0,0
2023-03-14T07:42:30.000Z,"@SereneNecrosis This is referred to as socialist realism and is inherently counter-revolutionary. There is no ""natural development"" of socialism from capitalism. Even Marx acknowledged that he was wrong about the inevitability of socialist revolution. We must be active writers of our history.",0,71027.5409252669,0,0
2023-03-14T07:42:27.000Z,@Kw1q51lv3r Its all the aggressive monetization. Capitalism just has made games not fun.,0,71027.5409252669,0,0
2023-03-14T07:42:15.000Z,"@mcmansionhell Currently rewatching Breaking Bad.

The series is a commentary on poverty, individualism, capitalism and the system creating a perfect breeding ground for drug abuse and extreme violence to thrive.

Not at any point in it are drug abuse and violence glorified.",0,71027.5409252669,0,0
2023-03-14T07:42:11.000Z,US capitalism has been breaking down for decades.,0,1.0,0,0
2023-03-14T07:42:06.000Z,"@VargasMilan1 @BrentHodgson Oh god, please don’t come here trying to sell me free market capitalism. That’s just gross.",1,3.0,0,0
2023-03-14T07:41:51.000Z,@MAlden59 @CalltoActivism You mean capitalism?,0,71027.5409252669,0,0
2023-03-14T07:41:18.000Z,@lukesanchez99 @FilmUpdates Girl she literally works the majority of the movie wtf are you on about. The entire movie was abt capitalism and found family and shit,0,1.0,0,0
2023-03-14T07:41:10.000Z,Is It Time To End Capitalism? https://t.co/W22XcdzHeS #renewableeconomics #democracy #evolution #capitalism #wealth #socialism #freedom,0,71027.5409252669,0,0
2023-03-14T07:40:59.000Z,@AlanKohler The joys of capitalism  #MoneyGoRound,0,1.0,0,0
2023-03-14T07:40:50.000Z,@dabravanel There’s also just zero focus on “what is the problem we are trying to solve?” It’s like people are willfully trying to devalue human input. Signs you’re all the way into late stage capitalism.,1,4.0,0,0
2023-03-14T07:40:23.000Z,"@mrscorer @BreezerGalway Wait until he has the smarts to realise some of the voices behind GBD wanted previously to flatten the ageing population curve, use progressive eugenics &amp; banish elected govt to return to a feudal Anarcho-capitalism. The very things notso smarts thought they were standing against",1,3.0,0,0
2023-03-14T07:39:59.000Z,Capitalism is so great that every decade or so the banks have to be bailed out with billions and billions of dollars in order to keep capitalism alive.,0,3.0,0,0
2023-03-14T07:39:55.000Z,Drollinger: Capitalism vs. Communism - Only One Is Based on Scriptural Truth https://t.co/6PWXgSwZlX,0,1.0,0,0
2023-03-14T07:39:47.000Z,@POTUS BAILOUTS don't lie it's taxpayers in the form of bank customers paying for it. Just let capitalism work as intended and you will always have a more resilient economy. Bandaging every crisis is spreading contagion all over the place. Now the assumption is 100% depositor insurance https://t.co/xrmgpwsU3T,0,1.0,0,0
2023-03-14T07:39:33.000Z,"@jasondweinman @RishiJoeSanu @creation247 Also gdp means nothing, the gdp in most countries gets hoarded by the capitalist and ruling classes. No one benefits from capitalism where worldwide the figures look like this https://t.co/RsiLhGrkZI",0,2.0,0,0
2023-03-14T07:39:20.000Z,I am capitalism and the Arab Revolutions are dangerous because they disrupt the cultural flow of Hollywood-world.,0,1.0,0,0
2023-03-14T01:36:20.000Z,"BREAKING: Ken Griffin of Citadel has said because the Federal Reserve intervened in Silicon Valley Bank, ""US capitalism is ‘breaking down before our eyes,"" per FT.",8993,1324347.0,730,1419
2023-03-13T20:32:01.000Z,"The number of words in news stories and official accounts can reflect the writers’ stereotypes and biases, according to research.",23,19963.0,0,1
2023-03-13T20:02:14.000Z,"#BREAKING: Senator Mark Kelly asked for CENSORSHIP of Social Media to prevent bank runs

Is this stopping free speech or is it necessary to save the market?",1820,189112.0,617,456
2023-03-06T19:53:09.000Z,The coolest items in the House Of Goodness @SXSW could become yours! Check below and RT your faves for a chance to take the goodness home with Avocados From Mexico. #SparkTheGood #SXSW #Sweepstakes,240,890099.0,23,181
2023-03-14T07:39:19.000Z,"@CdnComrade To be fair, now that I see the sample size, QC may not be as much of an outlier. Those aren't adequate sample sizes for the other provinces. (They'd still likely be better, but not by such wide margins)",0,71027.5409252669,0,0
2023-03-14T07:39:15.000Z,@55alidd Wack,1,3.0,1,0
2023-03-14T07:39:07.000Z,"@Sargon_of_Akkad Where the fuck do you think the term ""laissez-faire"" comes from? Capitalism can be regulated pretty fucking hard by the state and still be capitalism. As long as capital owns the means of production....",0,3.0,0,0
2023-03-14T07:39:07.000Z,"@KnowlandKnows It is as socialists we oppose the Jews because we see in them the incarnation of capitalism

– Joseph Goebbels",0,2.0,0,0
2023-03-14T07:39:04.000Z,"@SereneNecrosis So you're arguing that material conditions sprout from idealistic worldviews and not from observing material conditions and applying them to our ideals?

We must look at material conditions first. No, we don't have those rights under capitalism. We SHOULD have those rights.",0,1.0,0,0
2023-03-14T07:38:58.000Z,@Unmagical_Girl @JortsTheCat Capitalism works by compensating workers as little as possible and as it continues it refines that process to give them less.  But that eventually starts depleting the supply of workers faster than they can be replaced.,1,4.0,0,0
2023-03-14T07:38:50.000Z,"Il comunismo 3.0 è ""capitalismo"" di stato, o stakeholder capitalism come piace dire a Schwab. 

Un sistema economico e sociale in cui il cittadino è dipendente dello stato sia dal punto di vista economico (è un fattore di produzione) che dal punto di vista sociale (è il…",6,112.0,0,3
2023-03-14T07:38:11.000Z,"@thatdayin1992 In the Chinese mind in mainland China, all American are evil and capitalism is not good. Us will self destroy just like how the SVB bank failed. American should stop giving hope that China will be a friend of us",0,5.0,0,0
2023-03-14T07:38:04.000Z,"@whydoilikethis I don’t have to meet that standard any more than you have to explain how capitalism is going to just magically disappear even though Marxist theory hasn’t panned out in any of the countries that adopted it so far.

Can we agree we want a world with more wealth and less labor?",0,3.0,0,0
2023-03-14T07:37:41.000Z,"@Daniel_Falalala @NotABigJerk I believe POS dealers like Square have it on by default for their systems, mainly because more money going through them means more money they take a cut of. Unsurprisingly the ""wokism"" problem boiled down to capitalism all along",0,3.0,0,0
2023-03-14T07:37:35.000Z,@GreyHatter1 The intrinsic Right of Worker Control and Ownership over the Means Of Production is being ACTIVELY SUPPRESSED from its natural development by CAPITALISM which we must DEFEAT in order for the NATURAL LAWS OF COMMUNISM TO SUPERCEDE THE FALSE CAPITALIST STRUCTURE,0,1.0,1,0
2023-03-14T07:37:22.000Z,They wanted capitalism to give price signals for negative externalities the way their woke brain sees the world. They created ESG and forced it on EVERYONE all over the world. This was only a few years ago and it's already destroying the system in real-time.,0,13.0,0,0
2023-03-14T07:37:21.000Z,@chullie_hee Heechul oppa says no to capitalism. He uploaded his pictures that are used for his photocards 🤣,0,3.0,0,0
2023-03-14T07:37:15.000Z,"@Ianbins Yep, on purpose. Gov't and the Fed cause the problem, it fails, they blame capitalism, and the very people that caused the problem offer the solution. #corruptionfeedbackloop",0,4.0,0,0
2023-03-14T07:36:49.000Z,@CollinRugg Capitalists when capitalism happens: 😱😱😱😱😱,0,1.0,0,0
2023-03-14T07:36:46.000Z,"@NevesPhilip @ChakaalStarr @MikeMar86082350 I don't know if you're a real person but capitalism is subjugation to the rich and has to end, and you're saying it's the greatest thing and reduced poverty but it created poverty and it uses massive propaganda to cover it up and keep people mesmerized and you're doing its work.",0,2.0,1,0
2023-03-14T07:36:36.000Z,@GoldTelegraph_ KG's version of capitalism. Head's I win and tails You lose.  When you can create infinite  FTD's there is no longer a free market.,0,2.0,0,0
2023-03-14T07:36:32.000Z,"@Shoesha12 @treasure_mn7 Udakiwe wena, you think all blacks have the same mentality as you?? Eh baba some of us believe in a Free Market System, Capitalism. Produce and compete in the market, not a welfare state where people live on state handouts that just rubbish.",0,7.0,1,0
2023-03-14T07:36:30.000Z,"@whydoilikethis @PunishedHoly @bigblackjacobin @LevineJonathan @Slate Technology isn’t capitalism.

I said you could put the ownership in a DAO with global ownership. That’s not capitalism.",0,5.0,1,0
2023-03-14T07:36:28.000Z,@copy_warriorDGW @valeness84 @Gritty20202 capitalism is inherently tyrannical without the threat of violence from the state no one would ever accept someone sitting on a yacht deciding they own the means of production and get to tell you how to work and where the fruits of your labor go,0,1.0,0,0
2023-03-10T13:38:11.000Z,STOP wasting THOUSANDS of dollars 🤑 with Hubspot and put your marketing on autopilot with Topline®. Say goodbye to over a dozen marketing tools and hello to one easy-to-use platform. 🚀,10,43909.0,0,0
2023-03-06T12:29:00.000Z,"This app uncovers 🕵🏻‍♀️all sleeping agents on your Mac: adware scripts, cryptocurrency miners, keyloggers. etc. ⭐️Download the free version",20,61627.0,6,0
2023-03-14T07:36:24.000Z,"Four foundations of Capitalism 

Freedom to Buy
Freedom to Try
Freedom to Sell and

Freedom to Fail 

Most capitalists want the first three, most don’t want the fourth.",0,1.0,0,0
2023-03-14T07:36:08.000Z,"💵 is religion and ideology, how do you dare attack the holy united states of capitalism",1,11.0,1,0
2023-03-14T07:35:56.000Z,"@puckedstats @OrangeLeafWave 😂 lol I meant the riding. I was wondering if it was above the GTA, in the GTA or in southwestern Ontario",0,2.0,0,0
2023-03-14T07:35:34.000Z,"What the fuck can’t I get a turbo pilk delivered.  What kind of late stage capitalism do we live in.

I’m too idol to make it myself 

But Christ it desperately need one 

😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",0,12.0,0,0
2023-03-14T07:35:30.000Z,"@worldofbastards @SkyNewsAust @AlboMP You need to research the Great Reset, that Australia is signed up to. ""Stakeholder Capitalism"", which is a transfer of our wealth to the corporations. We've been following those orders since the 1990s and destroying manufacturing since the 1970s under a UN agreement we signed.",0,5.0,0,0
2023-03-14T07:35:21.000Z,"“What I have learned about corporate capitalism, roughly, is that it is an act of theft, by and large, through which a very few live very high off the work, invention, and creativity of very many others.”",0,15.0,1,0
2023-03-14T07:35:20.000Z,"I explain that here. And this, folks, is why giving them a taxpayer funded bailout, as the @POTUS did, is a breakdown of capitalism right before our very eyes, as CITADEL CEO Ken Griffen rightly said. https://t.co/Cxo480dKfo",5,574.0,2,0
2023-03-14T07:35:03.000Z,"Degen zoo comprises a deflationary token and an nft collection featuring 120 endangered species it’s designed to simulate the impact of capitalism on animal extinction. More than 115,000 wallets have registered to join the game with pledges",0,3.0,0,0
2023-03-14T07:34:53.000Z,Biden is turning United States into Marxism from Capitalism!This is really bad for citizens!,0,6.0,0,0
2023-03-14T07:34:47.000Z,"HSBC paid £1 for the SVB's UK arm.

Socialism for the rich &amp; capitalism for the poor.

The rich can buy banks for £1, that's socialism. If normal people bought Silicon Valley Bank UK for £1 we'll call it robbing a bank.

Also we give more tax cut for banks! #BBCBreakfast #r4today https://t.co/OPI2L1Nt62",1,155.0,0,0
2023-03-14T07:34:40.000Z,"@OrangeLeafWave It depends on your strategy. I'd go for Regina to try and combat western alienation and get some momentum in SK, since Halifax can plausibly be won by without needing the leader's bump. Helps in the long run. Oshawa usually comes close so it's winnable w a good candidate/campaign",0,1.0,0,0
2023-03-14T07:34:36.000Z,How did this happen? Capitalism needs to go...,0,11.0,0,0
2023-03-14T07:34:28.000Z,@LegalLatino2022 @PPhudphucker @EllisLover @DanielDiMartino Been in class slavery all my life in capitalism but go off,0,4.0,0,0
2023-03-14T07:34:22.000Z,"@GreyHatter1 Do you recognize that we all have a right to have our basic needs met without having our basic needs met under capitalism right now?
Do you understand that we all have a right to food and housing even though you have to pay rent and buy food under capitalism?",0,4.0,2,0
2023-03-14T07:34:10.000Z,@Mondlivuyo @SizweLo 2/2 i believe that Capitalism is the only way to effectively create and innovate resources. Socialism is more worried about equal distribution of resources. But one must take precedent over the other. You can't share resources that don't exist. Does that make sense?,0,7.0,0,0
2023-03-14T07:34:09.000Z,Rules of Capitalism is written by the _ _ _ _  for the  _ _ _ _ .,0,3.0,0,0
2023-03-14T07:34:09.000Z,@m28o_wael a slave to capitalism,1,22.0,2,0
2023-03-14T07:34:06.000Z,"@JoshuaM00183510 @PunishedHoly @bigblackjacobin @LevineJonathan @Slate Way back at the Keynes quote, you started on about what was something close to the goal of socialism but with the mode of capitalism which just isn't going to happen.",0,10.0,1,0
2023-03-14T07:33:58.000Z,@adelafiouni @tamuke06 One would say a depositor who is earning +10% interest is considered as an investor and thus shall not be payed because he took a risk and that's how capitalism works,1,10.0,0,0
2023-03-14T07:33:49.000Z,@AJEnglish China is waiting for this opportunity to take over the second place after stabbing the Russians in the back because of Putin’s greed capitalism.,0,7.0,0,0
2023-03-14T07:19:07.000Z,"“the project would generate enough oil to release 9.2 million metric tons of planet-warming carbon pollution a year – equivalent to adding 2 million gas-powered cars to the roads”

Fossil fuel expansion must stop!

#ClimateEmergency

https://t.co/M8rmaPmXIZ",29,1069.0,2,10
2023-03-14T06:30:05.000Z,"Time for infrastructure porn — some metro stations in China. 😂

How about you USA? Any money left after endless wars and bank bailouts? https://t.co/qWbKbuMduw",283,9116.0,14,54
2023-03-13T18:58:49.000Z,@tammyischatty @CNBCTheExchange @FreightWaves It was required as part of our credit agreement...,25,8005.0,4,3
2023-03-11T03:41:16.000Z,Here's how you can use ChatGPT's technology to write 100s of HYPER personalized cold emails in seconds...,3,33547.0,1,0
2022-11-02T08:57:49.000Z,Surf the web faster and safety with new BRAVE browser,321,71027.5409252669,916,301
2023-03-14T07:33:46.000Z,Capitalism is such an awful system that you don't even get makeshift rafts to escape it but you get flights to any destination on the planet. What an absolute menace.,2,28.0,0,0
2023-03-14T07:33:38.000Z,"@GoldTelegraph_ Crony Capitalism, is breaking down. Nuance matters.",0,3.0,0,0
2023-03-14T07:33:05.000Z,"The madness of capitalism where millions of lives are affected by a few bankers excessive greed
""London shares deep in the red at lunchtime as Silicon Valley Bank collapse continues to rock stocks"" https://t.co/ny1o4WRPUA",0,48.0,0,0
2023-03-14T07:33:01.000Z,"@ConceptualJames @ppeketsi Liberalismin turvaaminen ja ylläpito on haaste, johon aniharvat eliitin jäsenet paneutuvat, koska heidän mielestään heitä hyvin palvelleessa raadollisessa mertokratiassa ei ole mitään vikaa. 2/2",0,3.0,0,0
2023-03-14T07:32:55.000Z,"capitalism is never fair and thrives on exploitation, whether it be exploitation of labour, resources, the environment etc,, this isn’t sustainable. conservatives suck and capitalists suck it’s time for some reform and change",0,5.0,0,0
2023-03-14T07:32:54.000Z,"@MaryRob73962978 @LeiselHughes @Mr_One_Hand @AriDrennen This is completely false, and girls having a ""shorter than average"" haircut doesn't equate to being trans... Besides, is capitalism bad only now that there's gender affirming care? Not when insulin manufacturers gouged the prices of life saving doses?",0,3.0,0,0
2023-03-14T07:32:51.000Z,@cryshots Capitalism must crumble!!!!!,0,50.0,0,0
2023-03-14T07:32:49.000Z,"@CollinRugg Hi, I'm Collin.  Me and my rich friends lost investment money.  I'm gonna cry whine and complain and try to make everyone believe they're paying for it!
FDIC insurance.
The regular people are fine. We don't care. Like Biden said - You are investors, and this is Capitalism",0,2.0,0,0
2023-03-14T07:32:47.000Z,"@ConceptualJames @ppeketsi Marcusea saattaisin jaksaakin lukea, mutta en kuunnella Lindseytä, vaikka edellinen ei ehkä ymmärräkään, ettei kommunismissa vika ollut Marxin analyysissä tai tavoitteissa, vaan Lenin, Maon ym. tavoissa pakottaa samat ""hyveet"" alas kaikkien kurkusta. 1/",0,4.0,1,0
2023-03-14T07:32:45.000Z,That's capitalism baby,0,5.0,0,0
2023-03-14T07:32:38.000Z,@55alidd HHHHHHHHHHHHHHHHHHHH oui,1,5.0,1,0
2023-03-14T07:32:34.000Z,"@B_NotAfraid @ACleverNickname @mexic0la_ @36gritfella @barefootdabhidh @HoTought @SurferDood_2021 oh so you're like some mossad bum

that's cute

picking capitalism over communism to become a genocidal outpost

way to go with the walk of life there champerino",0,5.0,0,0
2023-03-14T07:32:30.000Z,"Ppl are inherently stupid &amp; selfish. It’s just 💯 obvious that overpopulation is the PRIMARY driver for climate change. Yes capitalism, &amp; the beef industry, &amp; fossil fuel. BUT 4 generations ago they had less than a billion ppl. Now we’re pushing 9 billion! Bring back #RoevWade 🙄",0,1.0,0,0
2023-03-14T07:32:21.000Z,Through investment. Through education. Through art. Through modernism. Through capitalism. Through hope. Through peace. Through advancements. Through economics. Through companies. Through liberalism. Through progressivism. Through inclusion. Through information. Through focus.,0,1.0,1,0
2023-03-14T07:32:11.000Z,"@JeffJacksonNC @papa_neslo Socialism for the rich, capitalism for the poor, and you waving the flag all the way. Pretty typical.",0,3.0,0,0
2023-03-14T07:32:10.000Z,capitalism sucks. 😵‍💫,0,7.0,0,0
2023-03-14T07:31:59.000Z,@unusual_whales So he knows how capitalism works!?,0,3.0,0,0
2023-03-14T07:31:35.000Z,@JaneCaro You have to admit many of Labor’s policies represent a resurgence of Nazism. Many similarities in recent years. Labor very entrenched in authoritarian capitalism.,0,1.0,0,0
2023-03-14T07:31:25.000Z,"Capitalism ,and criminal it in the banks, and the government always bailed them out,. The same people who criticize the poor for asking  the government for help .https://t.co/vWq3zk9pUG",4,175.0,0,3
2023-03-14T07:31:25.000Z,Silicon Valley Banking Crisis and the pitfalls of Capitalism. ep. 15 #podcast https://t.co/wRkrJMvYzr,0,7.0,0,0
2023-03-14T00:00:20.000Z,"Capitalism won’t make most of us as rich as Elon Musk, but it’ll make most of our grandchildren richer than him—just as it made most of us richer than Rockefeller in nearly every way that matters",305,18556.0,32,45
2023-03-13T04:45:28.000Z,"Notice the prongs are matte silver but V2 has shiny prongs like metal. Bc to make plastic look like metal you need expensive methods like electroplating, physical vapor deposition,etc.  V3 is cheap so why does it cost more? #BoycottCaratBongVer3
#BOYCOTT_CARATBONGV3 @pledis_17 https://t.co/iB1byqaC3h",998,29655.0,5,460
2023-03-14T07:31:24.000Z,@OrangeLeafWave Where is Oxford exactly?,0,5.0,1,0
2023-03-14T07:31:23.000Z,"@HodlMagoo Surveillance capitalism -&gt; Thieving of methods of production of energy, of data, of ideas, training algorithms such that they thief geometries of energy flows ie information ie your job ie artificial intelligence",0,2.0,0,0
2023-03-14T07:31:17.000Z,"@SereneNecrosis You're misunderstanding what kind of control is awarded workers under capitalism.

The owner has control. You have the ability to control whether or not you continue to work there. You can bargain for better wages and conditions due to the power of labor not any right of control",0,3.0,1,0
2023-03-14T07:30:43.000Z,@InsightTweeting Unregulated Capitalism,0,3.0,0,0
2023-03-14T07:30:43.000Z,"@Budrino @Sarah_Colero It is against the law in the US, not in Canada (at least not yet). The CCLA is working on it I believe. I googled it at some point this past year",0,2.0,0,0
